"Horodateur","1. Wiek","2. Płeć","3. Narodowość","4. Wielkość miejsca zamieszkania (Gdańsk mieści się w kategorii powyżej 500000 mieszkańców, a Gdynia w kategorii 100 000 – 500000 mieszkańców)","5. Profil klasy","6. Czy znasz osobę chorującą na padaczkę?","7. Czy kiedykolwiek słyszałeś_aś lub czytałeś_aś o padaczce?","8. Czy byłeś_aś świadkiem napadu padaczkowego?","9.Jak oceniasz swoją wiedzę o padaczce i pomocy w trakcie napadu padaczkowego?","1. U osoby będącej w trakcie napadu padaczkowego postaram się rozchylić usta w celu włożenia czegoś między jej zęby, aby zapobiec przegryzieniu języka.","2. Do osoby w czasie napadu padaczkowego będę głośno krzyczeć i potrząsać nią, aby odzyskała przytomność, w ten sposób zatrzymam napad.","3. Odsunę wszystkie niebezpieczne przedmioty znajdujące się w pobliżu osoby będącej w trakcie napadu padaczkowego, aby zapobiec dodatkowym urazom.  ","4. Po ustaniu napadu padaczkowego osobę należy ułożyć w pozycji bezpiecznej oraz pozostać z nią do czasu odzyskania pełnej sprawności.","5. Podczas napadu padaczkowego u osoby, która regularnie przyjmuje leki przeciwpadaczkowe, należy jak najszybciej podać lek doustnie.  ","6. Osobę w trakcie napadu padaczkowego należy przytrzymać i ograniczyć jej ruchy.","7. W czasie każdego napadu padaczkowego należy wezwać pogotowie ratunkowe.","8. Sztuczne oddychanie nie jest czynnością konieczną w trakcie każdego napadu padaczkowego.","9. Po ustaniu napadu padaczkowego chory najczęściej natychmiast wraca do pełni sprawności, nie odczuwając przy tym żadnych dolegliwości.","10.Jeden napad padaczkowy wystarczy żeby rozpoznać padaczkę u osoby nie będącej w grupie wysokiego ryzyka nawrotu kolejnych napadów.","11. Do objawów napadu padaczkowego należą:","12.Który z czynników może sprowokować napad padaczkowy?","13. Osoba chorująca na padaczkę:","14. Padaczka to:","15.Zaznacz stwierdzenie fałszywe","1. U osoby będącej w trakcie napadu padaczkowego postaram się rozchylić usta w celu włożenia czegoś między jej zęby, aby zapobiec przegryzieniu języka.","2. Do osoby w czasie napadu padaczkowego będę głośno krzyczeć i potrząsać nią, aby odzyskała przytomność, w ten sposób zatrzymam napad.","3. Odsunę wszystkie niebezpieczne przedmioty znajdujące się w pobliżu osoby będącej w trakcie napadu padaczkowego, aby zapobiec dodatkowym urazom.  ","4. Po ustaniu napadu padaczkowego osobę należy ułożyć w pozycji bezpiecznej oraz pozostać z nią do czasu odzyskania pełnej sprawności.","5. Podczas napadu padaczkowego u osoby, która regularnie przyjmuje leki przeciwpadaczkowe, należy jak najszybciej podać lek doustnie.  ","6. Osobę w trakcie napadu padaczkowego należy przytrzymać i ograniczyć jej ruchy.","7. W czasie każdego napadu padaczkowego należy wezwać pogotowie ratunkowe.","8. Sztuczne oddychanie nie jest czynnością konieczną w trakcie każdego napadu padaczkowego.","9. Po ustaniu napadu padaczkowego chory najczęściej natychmiast wraca do pełni sprawności, nie odczuwając przy tym żadnych dolegliwości.","10.Jeden napad padaczkowy wystarczy żeby rozpoznać padaczkę u osoby nie będącej w grupie wysokiego ryzyka nawrotu kolejnych napadów.","11. Do objawów napadu padaczkowego należą:","12.Który z czynników może sprowokować napad padaczkowy?","13. Osoba chorująca na padaczkę:","14. Padaczka to:","15.Zaznacz stwierdzenie fałszywe","16. Czy uważasz, że w toku nauczania szkolnego powinny być ujęte tego typu lekcje na temat stwardnienia rozsianego, padaczki i innych częstych schorzeń zdrowotnych?"
"2024/04/22 1:42:30 PM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Tak","Średnia","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:42:35 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Nie","Nie","Nic nie wiem o tej chorobie","Prawda","Fałsz","Prawda","Prawda","Nie wiem","Prawda","Fałsz","Prawda","Nie wiem","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:42:45 PM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Prawda","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:42:54 PM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Słaba","Nie wiem","Fałsz","Prawda","Prawda","Nie wiem","Nie wiem","Fałsz","Nie wiem","Nie wiem","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/22 1:44:07 PM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Dobra","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Nie wiem","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Inne określenie na napad drgawek","Leczeniem padaczki zajmuje się lekarz neurolog","Tak"
"2024/04/22 1:45:19 PM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Fałsz","Fałsz","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Fałsz","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Bartosz ma małe kule"
"2024/04/24 9:37:24 AM UTC+2","15-16 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Prawda","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:38:02 AM UTC+2","14-15 lat","Inna","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Nie wiem","Fałsz","Prawda","Prawda","Nie wiem","Nie wiem","Prawda","Nie wiem","Nie wiem","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","8% ludzi ma w swoim życiu minimum jeden napad padaczkowy","Fałsz","Prawda","Nie wiem","Fałsz","Fałsz","Fałsz","Prawda","Nie wiem","Fałsz","Fałsz","Napady nieświadomości, chwilowego wyłączenia","Alkohol","Nie może mieć dzieci","Choroba występująca tylko w wieku dziecięcym","Leczeniem padaczki zajmuje się lekarz neurolog","Nie"
"2024/04/24 9:52:25 AM UTC+2","15-16 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Nie wiem","Prawda","Prawda","Fałsz","Prawda","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Tak"
"2024/04/24 9:52:38 AM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Prawda","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:52:52 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Bardzo dobra","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Fałsz","Fałsz","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Fałsz","Fałsz","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:53:09 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Dobra","Fałsz","Fałsz","Prawda","Prawda","Nie wiem","Prawda","Prawda","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:53:21 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Tak","Dobra","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Nie wiem","Prawda","Nie wiem","Fałsz","Wszystkie odpowiedzi są prawidłowe","Migające światło","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Na padaczkę choruje około 1% populacji","Tak"
"2024/04/24 9:53:25 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Nie wiem","Fałsz","Prawda","Prawda","Fałsz","Nie wiem","Prawda","Nie wiem","Nie wiem","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Prawda","Fałsz","Prawda","Prawda","Nie wiem","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:53:33 AM UTC+2","17-18 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Tak","Dobra","Nie wiem","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:53:54 AM UTC+2","14-15 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Drgawki i krótkotrwała utrata świadomości","Migające światło","Powinna uczęszczać do szkoły specjalnej","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Powinna uczęszczać do szkoły specjalnej","Przewlekła choroba neurologiczna","Na padaczkę choruje około 1% populacji","Tak"
"2024/04/24 9:54:38 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto do 50 000 mieszkańców","Z rozszerzoną biologią","Nie","Nie","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Nie wiem","Fałsz","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Drgawki i krótkotrwała utrata świadomości","Migające światło","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Prawda","Fałsz","Prawda","Prawda","Nie wiem","Fałsz","Nie wiem","Prawda","Nie wiem","Nie wiem","Drgawki i krótkotrwała utrata świadomości","Migające światło","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Tak"
"2024/04/24 9:54:42 AM UTC+2","15-16 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Bardzo dobra","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:54:51 AM UTC+2","14-15 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Nie","Słaba","Fałsz","Fałsz","Prawda","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Leczeniem padaczki zajmuje się lekarz neurolog","Fałsz","Fałsz","Prawda","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 9:54:56 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Z rozszerzoną biologią","Nie","Tak","Tak","Średnia","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Prawda","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 11:01:41 AM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Inny","Nie","Tak","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Tak"
"2024/04/24 11:02:19 AM UTC+2","16-17 lat","Mężczyzna","Polska","Miasto od 100 000 do 500 000 mieszkańców","Inny","Nie","Tak","Nie","Nic nie wiem o tej chorobie","Prawda","Fałsz","Prawda","Nie wiem","Fałsz","Prawda","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Chwilowe zaburzenia węchowe, smakowe lub/i wzrokowe","Alkohol","Nie może mieć dzieci","Choroba zakaźna","Leczeniem padaczki zajmuje się lekarz neurolog","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Prawda","Napady nieświadomości, chwilowego wyłączenia","Migające światło","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","8% ludzi ma w swoim życiu minimum jeden napad padaczkowy","Nie"
"2024/04/24 11:02:28 AM UTC+2","14-15 lat","Mężczyzna","Polska","Miasto powyżej 500 000 mieszkańców","Inny","Nie","Nie","Nie","Nic nie wiem o tej chorobie","Prawda","Fałsz","Prawda","Prawda","Fałsz","Prawda","Prawda","Prawda","Fałsz","Prawda","Napady nieświadomości, chwilowego wyłączenia","Stres","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","8% ludzi ma w swoim życiu minimum jeden napad padaczkowy","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Napady nieświadomości, chwilowego wyłączenia","Stres","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Choroba zakaźna","8% ludzi ma w swoim życiu minimum jeden napad padaczkowy","Nie"
"2024/04/24 11:02:52 AM UTC+2","16-17 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Inny","Tak","Tak","Nie","Słaba","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Nie może być aktywna zawodowo","Inne określenie na napad drgawek","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Prawda","Fałsz","Nie wiem","Prawda","Prawda","Nie wiem","Fałsz","Fałsz","Nie wiem","Prawda","Chwilowe zaburzenia mowy i połykania","Stres","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Choroba zakaźna","Osoby chorujące na padaczkę muszą przyjmować leki do końca swojego życia","Tak"
"2024/04/24 11:03:03 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto powyżej 500 000 mieszkańców","Inny","Nie","Tak","Nie","Średnia","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Nie wiem","Fałsz","Drgawki i krótkotrwała utrata świadomości","Wszystkie odpowiedzi są prawidłowe","Posiada bezwzględny zakaz prowadzenia samochodu","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Fałsz","Fałsz","Prawda","Fałsz","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Tak"
"2024/04/24 11:03:07 AM UTC+2","14-15 lat","Kobieta","Polska","Miasto od 50 000 do 100 000 mieszkańców","Z rozszerzoną biologią","Tak","Tak","Nie","Słaba","Prawda","Fałsz","Prawda","Prawda","Fałsz","Nie wiem","Fałsz","Prawda","Fałsz","Nie wiem","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Fałsz","Fałsz","Prawda","Prawda","Fałsz","Prawda","Fałsz","Prawda","Prawda","Fałsz","Wszystkie odpowiedzi są prawidłowe","Wszystkie odpowiedzi są prawidłowe","Może uprawiać większość dyscyplin sportowych za wyjątkiem nurkowania i wspinaczki","Przewlekła choroba neurologiczna","Padaczka jest chorobą uleczalną","Tak"
